content,clean_emoji,language
"Aplikasi terbaik, dan sangat membantu. Ramah dan pengiriman juga cepat","aplikasi terbaik, dan sangat membantu. ramah dan pengiriman juga cepat",id
"Bagus,,cepat dapat resep.trima kasih halo doc","bagus,,cepat dapat resep.trima kasih halo doc",id
Membantu sekali app nya.,membantu sekali application nya.,id
Really helpful !!,really helpful !!,en
"emang tolol ni app, gw masukin dr siang no hp nya, baru dikasih kode verifikasi jam 12 mlm, developer nya gak niat bikin app","emang tolol ni application, gw masukin dr siang no hp nya, baru dikasih kode verifikasi jam 12 mlm, developer nya gak niat bikin application",id
"Really helpful apps.. only if we can have an option to where we can find the medicine completely within 1 prescript even if that means we have to combine the purchase from multiple drugs store. Now, it's trouble some since not all medicine in prescript is available at 1 store. So have to open new chat with doctor just to get the missing medicine and not all doctors willing to follow prescript from previous doctor.","really helpful application.. only if we can have an option to where we can find the medicine completely within 1 prescript even if that means we have to combine the purchase from multiple drugs store. now, it is trouble some since not all medicine in prescript is available at 1 store. so have to open new chat with doctor just to get the missing medicine and not all doctors willing to follow prescript from previous doctor.",en
Dokter merespon dengan cepat 👍,dokter merespon dengan cepat,nl
There is no automatic cancel for too long waiting the packages,there is no automatic cancel for too long waiting the packages,en
Simplifying everything in healthcare! Very convenient,simplifying everything in healthcare! very convenient,en
So far its ok...helping emergency situation,so far its ok...helping emergency situation,en
Poor UX. As for payment how can i top up the halodoc saldo when there's no option it can only withdraw your saldo. Need lots of improvement. Sgt tidak membantu dikala sakit.,poor ux. as for payment how can i top up the halodoc saldo when there is no option it can only withdraw your saldo. need lots of improvement. sgt tidak membantu dikala sakit.,en
"The app itself is quite good, but the major problems here are Halodoc is still lacking in pharmacy partners (in my case is for the Sulawesi area), till i wrote this review, the option for drug delivery (if purchased in the application) is still above 1 day (about 4 days to be exact) for my city, how can a sick person waiting that long. And while you're at it, why not also adding more hospital partners in Kendari city area(?","the application itself is quite good, but the major problems here are halodoc is still lacking in pharmacy partners (in my case is for the sulawesi area), till i wrote this review, the option for drug delivery (if purchased in the application) is still above 1 day (about 4 days to be exact) for my city, how can a sick person waiting that long. and while you are at it, why not also adding more hospital partners in kendari city area(?",en
Kehancuran halodoc dimulai saat memilih RARA now sbagai partner instant delivery,kehancuran halodoc dimulai saat memilih rara now sbagai partner instant delivery,id
Nggak ada fitur chat langsung sama customer service. Customer service di email lamban.,nggak ada fitur chat langsung sama customer service. customer service di email lamban.,id
saya tak mau lagi mendapatkan email apapun dari applikasi ini.. tombol unsubscribe tak berfungsi..,saya tak mau lagi mendapatkan email apapun dari applikasi ini.. tombol unsubscribe tak berfungsi..,id
"Aplikasi bermanfaat. Cuman sayang untuk di perdesaan tebus resepnya nggak bisa dikirim pakai expedisi (at least in my case, pilihan toko kesehatan, layanan belum tersedia di alamat saya), jadi harus tebus manual ke apotek terdekat yang kadang obatnya juga terbatas. Selain itu, usul saya setelah user menjadwalkan konsultasi dengan dokter, jadwal konsultasi bisa langsung di sync ke aplikasi kalender, seperti google calendar, dll supaya ada pengingatnya. Overall 5/5.","aplikasi bermanfaat. cuman sayang untuk di perdesaan tebus resepnya nggak bisa dikirim pakai expedisi (at least in my case, pilihan toko kesehatan, layanan belum tersedia di alamat saya), jadi harus tebus manual ke apotek terdekat yang kadang obatnya juga terbatas. selain itu, usul saya setelah user menjadwalkan konsultasi dengan dokter, jadwal konsultasi bisa langsung di sync ke aplikasi kalender, seperti google calendar, dll supaya ada pengingatnya. overall 5/5.",id
"Ketika memilih pembayaran obat melalui BCA virtual account, ternyata harus konsultasi terlebih dahulu untuk mendapatkan resep. Setelah berkonsultasi dengan dokter dan berhasil mendapatkan resep, ternyata transaksinya sudah keburu dianggap kedaluwarsa. Konyol.","ketika memilih pembayaran obat melalui bca virtual account, ternyata harus konsultasi terlebih dahulu untuk mendapatkan resep. setelah berkonsultasi dengan dokter dan berhasil mendapatkan resep, ternyata transaksinya sudah keburu dianggap kedaluwarsa. konyol.",id
"Kendala saat check out obat yang biasa di cover asuransi saat ini berbayar, konfirmasi cs ada kendala di aplikasi tapi tidak ada kepastian kapan case bisa solved","kendala saat check out obat yang biasa di cover asuransi saat ini berbayar, konfirmasi cs ada kendala di aplikasi tapi tidak ada kepastian kapan case bisa solved",id
Prektis dan efisien,prektis dan efisien,af
Ditanggapi dengan cepat dan jelas,ditanggapi dengan cepat dan jelas,id
"cukup oke ya appsnya.. yang kurang, lebih ke ketersediaan obat di 1 apotek siy.. jadi bisa tersedia di 2 tempat which is nambah biaya delivery.","cukup oke ya appsnya.. yang kurang, lebih ke ketersediaan obat di 1 apotek siy.. jadi bisa tersedia di 2 tempat which is nambah biaya delivery.",id
Ga usah kasih kode promo kalo ga bisa dipake padahal sudah sesuai syarat.,ga usah kasih kode promo kalo ga bisa dipake padahal sudah sesuai syarat.,id
Go apps in urgent time,go application in urgent time,en
Sangat membantu sekali,sangat membantu sekali,id
Super helpful 🫶,super helpful,en
"Sangat membantu... baik wkt saya sakit maupun pas anak saya sakit.. serba praktis simpel, ga perlu ngantre 👍👍👍","sangat membantu... baik wkt saya sakit maupun pas anak saya sakit.. serba praktis simpel, ga perlu ngantre",id
Beli obat nyasar ke tempat gak jelas dan gak bisa komplain... Tolong ditambahkan tombol call driver dan diteeima secara real jangan langsung approve apa yang dari driver,beli obat nyasar ke tempat gak jelas dan gak bisa komplain... tolong ditambahkan tombol call driver dan diteeima secara real jangan langsung approve apa yang dari driver,id
Memudahkan untuk konsultasi dengan dokter tanpa harus antri dan obat diantar langsung kerumah,memudahkan untuk konsultasi dengan dokter tanpa harus antri dan obat diantar langsung kerumah,id
Saya order dialamat yang salah. Tapi saya tidak bisa re order karena pesanan saya sedang dalam perjalanan. Dan perjalanan itu memerlukan waktu 1 jam. Saya harus menunggu sampai pengiriman selesai dan ini adalah bulan puasa dimana waktu sahur sudah mau habis. Terima kasih halodoc,saya order dialamat yang salah. tapi saya tidak bisa re order karena pesanan saya sedang dalam perjalanan. dan perjalanan itu memerlukan waktu 1 jam. saya harus menunggu sampai pengiriman selesai dan ini adalah bulan puasa dimana waktu sahur sudah mau habis. terima kasih halodoc,id
"This app is helpfull no doubt about that, tapi tolonglah pengembang aplikasi ini aware dengan error error yang ada di aplikasinya, saya sampai konsultasi 2 kali krn error, ganti driver 3 kali, driver pertama nomornya tidak aktif ini gak ngerti kenapa bisa dapat driver dengan nmr yg tidak aktif, kalau saya nggak coba telfon saya gak akan tau kalo obat saya gak diambil, driver kedua minta di cancel tapi gak bisa bisa saya cancel, close aplikasi baru mau ke cancel","this application is helpfull no doubt about that, tapi tolonglah pengembang aplikasi ini aware dengan error error yang ada di aplikasinya, saya sampai konsultasi 2 kali krn error, ganti driver 3 kali, driver pertama nomornya tidak aktif ini gak ngerti kenapa bisa dapat driver dengan nmr yg tidak aktif, kalau saya nggak coba telfon saya gak akan tau kalo obat saya gak diambil, driver kedua minta di cancel tapi gak bisa bisa saya cancel, close aplikasi baru mau ke cancel",id
Fast response 👍,fast response,fr
So far so good and helpful,so far so good and helpful,en
Pengiriman instant lama sekali. Butuh obat nya cepat tetapi tidak dikirim,pengiriman instant lama sekali. butuh obat nya cepat tetapi tidak dikirim,id
"Mudah, cepat and friendly","mudah, cepat and friendly",id
"Pelayanannya sdh baik, namun lebih ditingkatkan lg yaa, trims","pelayanannya sdh baik, namun lebih ditingkatkan lg yaa, trims",id
Konsultasi chat dokter sudah di cover asuransi di awal sebelum chat dengan dokter tapi setelah selesai konsultasi muncul tagihan alasan tidak tercover biaya chatnya karena diagnosis dokter. Kenapa ngga dari awal infokan ngga tertanggung sama asuransi. Percuma link dengan asuransi klo hrs bayar juga. PARAH,konsultasi chat dokter sudah di cover asuransi di awal sebelum chat dengan dokter tapi setelah selesai konsultasi muncul tagihan alasan tidak tercover biaya chatnya karena diagnosis dokter. kenapa ngga dari awal infokan ngga tertanggung sama asuransi. percuma link dengan asuransi klo hrs bayar juga. parah,id
"Dokternya ramah, very helpfull💜","dokternya ramah, very helpfull",tr
Menunggu fitur live chat,menunggu fitur live chat,id
"Aplikasinya lemot, waktunya konsultasi sampe delayed 10menit. Udah gitu sesi konsultasi sudah keburu diakhiri sama dokter, padahal baru 10 menit (karena selama 10menit itu aplikasi eror) 👎👎👎","aplikasinya lemot, waktunya konsultasi sampe delayed 10menit. udah gitu sesi konsultasi sudah keburu diakhiri sama dokter, padahal baru 10 menit (karena selama 10menit itu aplikasi eror)",id
"Frequently error during payment (credit card), when back to cart, the list empty, then start from zero. Uncertain if the app has deducted my credit card.","frequently error during payment (credit card), when back to cart, the list empty, then start from zero. uncertain if the application has deducted my credit card.",en
Sebaiknya dicarikan lokasi apotik yg terdekat dg rumah,sebaiknya dicarikan lokasi apotik yg terdekat dg rumah,id
Penolong terbaek anak rantau,penolong terbaek anak rantau,id
"sangat membantu dan memudahkan, terimakasih","sangat membantu dan memudahkan, terimakasih",id
Sangat membantu dan resep yg disarankan sesuai dengan sakitnya,sangat membantu dan resep yg disarankan sesuai dengan sakitnya,id
"Good, helping, easy to use. Thanks, just be better and improve everyday halodoc!","good, helping, easy to use. thanks, just be better and improve everyday halodoc!",en
"Mau minta resep dokter buat beli obat ditujukan ke dokter umum, eh ternyata dokter umum udh gabisa resepin obatnya lg. Gimana dah? Udh keburu bayar lg, hrsnya dr awal lgsg tujukan ke dokter spesialisnya. Jelek pelayanannya","mau minta resep dokter buat beli obat ditujukan ke dokter umum, eh ternyata dokter umum udh gabisa resepin obatnya lg. gimana dah? udh keburu bayar lg, hrsnya dr awal lgsg tujukan ke dokter spesialisnya. jelek pelayanannya",id
"Susah menentukan alamat, aplikasi jelek","susah menentukan alamat, aplikasi jelek",id
"Sangat membantu sekali Hallo Dokter, juga Dokternya sangat jelas menerangkan spt Dokter Arsyi, S.OG","sangat membantu sekali hallo dokter, juga dokternya sangat jelas menerangkan spt dokter arsyi, s.og",id
Very very good aplication,very very good aplication,en
"Tidak bisa login. Setelah memasukkan nomor HP muncul notifikasi ""Tidak ada koneksi internet"". Padahal ada koneksi internet & kode verifikasi dikirim ke sms. Edit : Sekarang sudah bisa login. Thanks 👍🙏","tidak bisa login. setelah memasukkan nomor hp muncul notifikasi ""tidak ada koneksi internet"". padahal ada koneksi internet & kode verifikasi dikirim ke sms. edit : sekarang sudah bisa login. thanks",id
Aplikasi yg amat sangat membantu...,aplikasi yg amat sangat membantu...,id
Easy n awesome solution,easy n awesome solution,en
"dokternya sangat baik dan ramah,dan sangat membantu dalam menangani keluhan pasien Semoga dokter sehat selalu dan dalam lindungan Allah SWT.....aamiin.","dokternya sangat baik dan ramah,dan sangat membantu dalam menangani keluhan pasien semoga dokter sehat selalu dan dalam lindungan allah swt.....aamiin.",id
Dokter yg terpercaya dan selalu membantu. Appnya sangat baik dan selalu stabil.,dokter yg terpercaya dan selalu membantu. appnya sangat baik dan selalu stabil.,id
"aplikasinya oke membantu cuma kurirnya minta duit tambahan lg, padahal di app udh bayar ongkir :( katanya pake bayar parkir tp pas ditanya berapa dibilang berapa aja boleh","aplikasinya oke membantu cuma kurirnya minta duit tambahan lg, padahal di application udh bayar ongkir :( katanya pake bayar parkir tp pas ditanya berapa dibilang berapa aja boleh",id
"NEVER EVER USE THIS APP!! jadwal dokter yg gak pernah update!! Ujung²nya bakal diminta pindah hari or cancel!! Untuk Team Halodoc, saya bakal unistall aplikasi kalian, jadi tolong data² saya dihapus!! Lacak pesanan obat gak bisa, jadwal dokter praktek juga gak terupdate!! Adanya aplikasi itu untuk memudahkan kita bukan malah mempersulit org! Apa gunanya saya bikin janji lewat kalian kalo ujung²nya saya harus telpon pihak rumah sakit utk konfirm janji saya!","never ever use this application!! jadwal dokter yg gak pernah update!! ujungnya bakal diminta pindah hari or cancel!! untuk team halodoc, saya bakal unistall aplikasi kalian, jadi tolong data saya dihapus!! lacak pesanan obat gak bisa, jadwal dokter praktek juga gak terupdate!! adanya aplikasi itu untuk memudahkan kita bukan malah mempersulit org! apa gunanya saya bikin janji lewat kalian kalo ujungnya saya harus telpon pihak rumah sakit utk konfirm janji saya!",id
Pembayarannya menyusahkan sekali,pembayarannya menyusahkan sekali,id
