content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
This is apps functionality is amazing and sooooo useful,this is application functionality is amazing and sooooo useful,en,0.7717,0.0,0.511,0.489,1,application functionality amazing
Good aplication for health,good aplication for health,en,0.4404,0.0,0.508,0.492,1,good aplication health
"Very easy to use. Wished the rating become a star or something. There are times when a doctor could do better, but they did a good job. Do I give them a thumbs up or thumbs down for the feedback?","very easy to use. wished the rating become a star or something. there are times when a doctor could do better, but they did a good job. do i give them a thumbs up or thumbs down for the feedback?",en,0.7843,0.0,0.824,0.176,1,thumbs feedback
"Nice feature, mechanism, and easy to use.","nice feature, mechanism, and easy to use.",en,0.6908,0.0,0.467,0.533,2,nice feature mechanism
My life is easier with HaloDoc ❤️,my life is easier with halodoc,en,0.4215,0.0,0.714,0.286,1,life easier halodoc
"I have just deleted my account and uninstalled this app. You better delete all my details in your database, as you and I are the same: we don't want me to bring lawsuit into this, so you better delete all the data you have on me in your system. Yes, your app, products, and services have disappointed me that much. also, people, do NOT waste your time on this app. try the alternative (al******r). good riddance","i have just deleted my account and uninstalled this application. you better delete all my details in your database, as you and i are the same: we do not want me to bring lawsuit into this, so you better delete all the data you have on me in your system. yes, your application, products, and services have disappointed me that much. also, people, do not waste your time on this application. try the alternative (al******r). good riddance",en,0.8311,0.071,0.771,0.159,1,account uninstalled application
Very good Apps,very good application,en,0.4927,0.0,0.385,0.615,2,good application
Worst of the worst app i've ever known.,worst of the worst application i have ever known.,en,-0.8481,0.577,0.423,0.0,-2,worst worst application
You guys are GREAT! Thanks for saving her,you guys are great! thanks for saving her,en,0.8412,0.0,0.428,0.572,2,thanks saving
"Best app, very recommended👍","best application, very recommended",en,0.7425,0.0,0.389,0.611,2,best application recommended
Docter spesialis slow respon Pihak apoteker minta pembatalan pesanan dengan alasan mau tutup. It's so stupid & not recommended.,docter spesialis slow respon pihak apoteker minta pembatalan pesanan dengan alasan mau tutup. it is so stupid & not recommended.,en,-0.7148,0.26,0.74,0.0,-1,docter spesialis slow
"good application, so helpfull","good application, so helpfull",en,0.4404,0.0,0.508,0.492,1,good application helpfull
it helps a lot.,it helps a lot.,en,0.3818,0.0,0.536,0.464,1,helps lot
Helpful and efficient.,helpful and efficient.,en,0.6808,0.0,0.152,0.848,2,helpful efficient
I dont use anymore because apps always ask location/place. My loc always off. Why apps have to?,i do not use anymore because application always ask location/place. my loc always off. why application have to?,en,0.0,0.0,1.0,0.0,0,application ask location
Good. Very helpful.,good. very helpful.,en,0.7178,0.0,0.143,0.857,2,good helpful
"Flaws in flow to buy medicine. Generally this apps conveniently helps you when you're unhealthy but to lazy to go to the doctor. But the flow to buy medicine is truly bad, you've received prescription from the doctor but before you purchase it the system directs you to consult with another doctor, then you got stuck in the process","flaws in flow to buy medicine. generally this application conveniently helps you when you are unhealthy but to lazy to go to the doctor. but the flow to buy medicine is truly bad, you have received prescription from the doctor but before you purchase it the system directs you to consult with another doctor, then you got stuck in the process",en,-0.7935,0.178,0.743,0.079,-1,flow buy medicine
very easy to find what I'm looking for about medicines just click,very easy to find what i am looking for about medicines just click,en,0.4927,0.0,0.775,0.225,1,easy looking medicines
Very helpful when I'm in mess,very helpful when i am in mess,en,0.1513,0.261,0.417,0.322,1,helpful mess
So far i am oke with this apps,so far i am oke with this application,en,0.0,0.0,1.0,0.0,0,far oke application
Easy to use and very user friendly,easy to use and very user friendly,en,0.749,0.0,0.439,0.561,2,easy use
"Failed to consult with a doc, yet ye still keep my gopay balance FiretrUCK U.","failed to consult with a doc, yet ye still keep my gopay balance firetruck you.",en,-0.5106,0.191,0.809,0.0,-1,gopay balance firetruck
"Easy to use, and very helpful.","easy to use, and very helpful.",en,0.7178,0.0,0.4,0.6,2,easy use helpful
the best.. 👍🏻👍🏻👍🏻,the best..,en,0.6369,0.0,0.792,0.208,1,best
"More user-friendly, especially the consultation part. Thumbs up!!","more user-friendly, especially the consultation part. thumbs up!!",en,0.0,0.0,1.0,0.0,0,consultation thumbs
Always fast respon best solution thank you halodoc 👍🏻,always fast respon best solution thank you halodoc,en,0.8402,0.0,0.526,0.474,1,solution thank halodoc
Very helpful and user friendly,very helpful and user friendly,en,0.7425,0.0,0.323,0.677,2,helpful user friendly
Easy and Very Helpful,easy and very helpful,en,0.7178,0.0,0.25,0.75,2,easy helpful
Sometimes some medicines was not available in one pharmacy. Should buy in seperate pharmacy.,sometimes some medicines was not available in one pharmacy. should buy in seperate pharmacy.,en,0.0,0.0,1.0,0.0,0,medicines available pharmacy
Quick response and interactive,quick response and interactive,en,0.0,0.0,1.0,0.0,0,quick response interactive
Helpful in anyway possible,helpful in anyway possible,en,0.4215,0.0,0.517,0.483,1,helpful possible
"Good App, very helpfull.","good application, very helpfull.",en,0.4404,0.0,0.508,0.492,1,good application helpfull
"i've already uploaded the medicine recipe, why i still have to consult before buying medicine?","i have already uploaded the medicine recipe, why i still have to consult before buying medicine?",en,0.0,0.0,1.0,0.0,0,medicine recipe consult
"Doctor consultation always slow in responding, so 30 mins are running out quickly. Somewhat pricey delivery and service fee. Has insurance integration.","doctor consultation always slow in responding, so 30 mins are running out quickly. somewhat pricey delivery and service fee. has insurance integration.",en,0.0,0.0,1.0,0.0,0,doctor consultation slow
excellent. I feel sick on the way to my destination place. then i use halodoc. I got the medicine sent to my destinatiom place. Halodoc is awesome!!,excellent. i feel sick on the way to my destination place. then i use halodoc. i got the medicine sent to my destinatiom place. halodoc is awesome!!,en,0.7256,0.092,0.673,0.235,1,halodoc got medicine
Very easy to use,very easy to use,en,0.4927,0.0,0.484,0.516,2,easy use
"What is wrong with the new updated app? I can't order my medicine because it kept asking me to upload the prescription which is I did directly after I consulted with a doctor. Then, when I picked the payment, the page just brought me to do another consultation with a doctor since the app can't read that my prescription is already uploaded. Turns out, the doctor who can give me another updated prescription are all not available. It's leading me to unable order my medicine. Great! Please fix this!","what is wrong with the new updated application? i cannot order my medicine because it kept asking me to upload the prescription which is i did directly after i consulted with a doctor. then, when i picked the payment, the page just brought me to do another consultation with a doctor since the application cannot read that my prescription is already uploaded. turns out, the doctor who can give me another updated prescription are all not available. it is leading me to unable order my medicine. great! please fix this!",en,0.5972,0.032,0.895,0.073,1,doctor updated prescription
