content,clean_emoji,language,compound,neg,neu,pos,vader_rating
"Do not call me and ask for my data including bank account number. At first I was kind of excited to hear about the offer until they ask my bank account number. Then I thought it was a scam. Even though it's not a scam, still it's annoying. In the end I turned off the offer because they told me to give my bank account number in the call, not giving an option to register it by myself on the app to see if it's true or not. I make sure I will tell my family about this bad experience. Beware.","do not call me and ask for my data including bank account number. at first i was kind of excited to hear about the offer until they ask my bank account number. then i thought it was a scam. even though it is not a scam, still it is annoying. in the end i turned off the offer because they told me to give my bank account number in the call, not giving an option to register it by myself on the application to see if it is true or not. i make sure i will tell my family about this bad experience. beware.",en,-0.6925,0.125,0.774,0.101,-1
"This is the 1st time im talking to a therapist, and it feels so good. Im trying to validate my feelings and now im ready to heal myself.","this is the 1st time i am talking to a therapist, and it feels so good. i am trying to validate my feelings and now i am ready to heal myself.",en,0.829,0.0,0.741,0.259,1
"This app is total scam, this autodebt thing is nonsense. my bank account keep getting charge by this app.","this application is total scam, this autodebt thing is nonsense. my bank account keep getting charge by this application.",en,-0.7713,0.282,0.718,0.0,-1
"The application is good and for all of you, don't ever self-diagnose, okay","the application is good and for all of you, do not ever self-diagnose, okay",en,0.3036,0.107,0.707,0.186,1
"Stop contact the user phone number for selling your healthcare plan. Not only it didn't respect the user privacy, but it is bothering us too. Including the questionable selling method using voice record verification to deduct the bank balance for the insurance fee. Despite they say that the insurance plan is 100% free.","stop contact the user phone number for selling your healthcare plan. not only it did not respect the user privacy, but it is bothering us too. including the questionable selling method using voice record verification to deduct the bank balance for the insurance fee. despite they say that the insurance plan is 100% free.",en,-0.4547,0.154,0.756,0.09,-1
Very helpful and fast response just like what I expected thank you,very helpful and fast response just like what i expected thank you,en,0.796,0.0,0.527,0.473,1
Attractive and easier to get information,attractive and easier to get information,en,0.6908,0.0,0.412,0.588,2
Great app that have dozens of feature for medicals and health,great application that have dozens of feature for medicals and health,en,0.6249,0.0,0.709,0.291,1
"nice apps actually, but after 2 days using this applications. I got a lot of numbers that I didn't know who are them. And then, after I check the number at getcontacts that's deception number. so sad","nice application actually, but after 2 days using this applications. i got a lot of numbers that i did not know who are them. and then, after i check the number at getcontacts that is deception number. so sad",en,-0.7677,0.187,0.707,0.106,-1
Bad at all cost The customer service leads you to activate a program that you don't want to,bad at all cost the customer service leads you to activate a program that you do not want to,en,-0.575,0.228,0.772,0.0,-1
Good and very helpfull,good and very helpfull,en,0.4404,0.0,0.508,0.492,1
Easy to use and affordable price. I was worried if they may have issue with privacy since health condition is very private. But I contact the customer service and they ensure me no one else can see the chat. Keep up the good work Alodokter!,easy to use and affordable price. i was worried if they may have issue with privacy since health condition is very private. but i contact the customer service and they ensure me no one else can see the chat. keep up the good work alodokter!,en,0.7263,0.082,0.742,0.176,1
Very helpful ❤,very helpful,en,0.8204,0.0,0.209,0.791,2
"Its a good app, really help me out during this pandemic. I try to consul with the doctors. Don't worry our data privacy of consultation is secured.","its a good application, really help me out during this pandemic. i try to consul with the doctors. do not worry our data privacy of consultation is secured.",en,0.875,0.0,0.676,0.324,1
Sometimes can't login and says need to update app. When in fact no update available. And already using the latest version of the app,sometimes cannot login and says need to update application. when in fact no update available. and already using the latest version of the application,en,-0.296,0.087,0.913,0.0,-1
"That is good application. But, your costumer service very slow response. The last, please educate your sales man/woman to be a good marketer. She don't have an attitude.","that is good application. but, your costumer service very slow response. the last, please educate your sales man/woman to be a good marketer. she do not have an attitude.",en,0.8294,0.0,0.741,0.259,1
"Doctors that only one click away. UI okay, doctors fast response oh and also the customer service fast response, affordable price for both consultation and delivery fees for Aloshop. Nothing I can ask more. Thank you Alodokter","doctors that only one click away. ui okay, doctors fast response oh and also the customer service fast response, affordable price for both consultation and delivery fees for aloshop. nothing i can ask more. thank you alodokter",en,0.5709,0.0,0.882,0.118,1
"The doctors are so nice. I have allergies therefore I need to consult frequently. Once I got a call from the marketing to offer me telemedicine, I said yes immediately. Only 39k per month, it feels like I have my own personal doctor in my phone! Excellent service Alodokter!","the doctors are so nice. i have allergies therefore i need to consult frequently. once i got a call from the marketing to offer me telemedicine, i said yes immediately. only 39k per month, it feels like i have my own personal doctor in my phone! excellent service alodokter!",en,0.9201,0.0,0.775,0.225,1
BEST and Simple Solutions ever.!!,best and simple solutions ever.!!,en,0.8029,0.0,0.294,0.706,2
"Afted installed this app, my number was called by somebody i dont know who the f is that, i don't get it how, it's private how could stranger call my phone, i was trying to check who is that in another apps, it said ""penipu alodoc""","afted installed this application, my number was called by somebody i do not know who the f is that, i do not get it how, it is private how could stranger call my phone, i was trying to check who is that in another application, it said ""penipu alodoc""",en,0.0772,0.0,0.972,0.028,1
"Fishy sales, sell data, can't deactivate account, phone call spam, bad costumer support","fishy sales, sell data, cannot deactivate account, phone call spam, bad costumer support",en,-0.5106,0.321,0.535,0.144,-1
