content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
"Very recomended.. I can chat with specialist doctor anytime, they also give fast response. I'm using this apps at 02.00 PM, then 30 mins later the medicine has come to me. Thanks Alodokter !","very recomended.. i can chat with specialist doctor anytime, they also give fast response. i am using this application at 02.00 pm, then 30 mins later the medicine has come to me. thanks alodokter !",en,0.4926,0.0,0.912,0.088,1,chat specialist doctor
Really nice app,really nice application,en,0.4754,0.0,0.393,0.607,2,really nice application
It is really helpfull app esp when I can't visit the doctor directly because some reason.,it is really helpfull application esp when i cannot visit the doctor directly because some reason.,en,0.0,0.0,1.0,0.0,0,visit doctor directly
This is so disappointed,this is so disappointed,en,-0.6113,0.571,0.429,0.0,-2,disappointed
"Decided to uninstall this app after CS offered me subscription package by phone. I said I dont need it, but CS forced me to activate the package and she did it for several times! Sorry Alodokter, but it l was so annoying.","decided to uninstall this application after cs offered me subscription package by phone. i said i do not need it, but cs forced me to activate the package and she did it for several times! sorry alodokter, but it l was so annoying.",en,-0.6938,0.188,0.735,0.077,-1,subscription package phone
"Sadly this app sell your data, after I installed this app there is someone who called me offering some kind of insurance or whatever said she got my info from Alodokter. First of all I have never agreed with that, if only I knew about this I would never install this app, cz we have many options here such as Halodoc which saver. I really am disappointed & feel uncomfortable with people calling me and offering things, Whatever it is this app deserve 1 star for privacy leaking. Shame on you!","sadly this application sell your data, after i installed this application there is someone who called me offering some kind of insurance or whatever said she got my info from alodokter. first of all i have never agreed with that, if only i knew about this i would never install this application, cz we have many options here such as halodoc which saver. i really am disappointed & feel uncomfortable with people calling me and offering things, whatever it is this application deserve 1 star for privacy leaking. shame on you!",en,-0.9183,0.14,0.86,0.0,-1,application sell data
Good n fast respon,good n fast respon,en,0.4404,0.0,0.508,0.492,1,good fast respon
"The doctor of this application choice is very friendly and kind. And their solution helps, recommendation app for people who can't go to the doctor","the doctor of this application choice is very friendly and kind. and their solution helps, recommendation application for people who cannot go to the doctor",en,0.9013,0.0,0.635,0.365,1,doctor application choice
Good aplicatio and easy to use,good aplicatio and easy to use,en,0.7003,0.0,0.408,0.592,2,aplicatio easy use
"Do not call me and ask for my data including bank account number. At first I was kind of excited to hear about the offer until they ask my bank account number. Then I thought it was a scam. Even though it's not a scam, still it's annoying. In the end I turned off the offer because they told me to give my bank account number in the call, not giving an option to register it by myself on the app to see if it's true or not. I make sure I will tell my family about this bad experience. Beware.","do not call me and ask for my data including bank account number. at first i was kind of excited to hear about the offer until they ask my bank account number. then i thought it was a scam. even though it is not a scam, still it is annoying. in the end i turned off the offer because they told me to give my bank account number in the call, not giving an option to register it by myself on the application to see if it is true or not. i make sure i will tell my family about this bad experience. beware.",en,-0.6925,0.125,0.774,0.101,-1,scam annoying
"This is the 1st time im talking to a therapist, and it feels so good. Im trying to validate my feelings and now im ready to heal myself.","this is the 1st time i am talking to a therapist, and it feels so good. i am trying to validate my feelings and now i am ready to heal myself.",en,0.829,0.0,0.741,0.259,1,therapist feels good
"This app is total scam, this autodebt thing is nonsense. my bank account keep getting charge by this app.","this application is total scam, this autodebt thing is nonsense. my bank account keep getting charge by this application.",en,-0.7713,0.282,0.718,0.0,-1,total scam autodebt
"The application is good and for all of you, don't ever self-diagnose, okay","the application is good and for all of you, do not ever self-diagnose, okay",en,0.3036,0.107,0.707,0.186,1,good self diagnose
"Stop contact the user phone number for selling your healthcare plan. Not only it didn't respect the user privacy, but it is bothering us too. Including the questionable selling method using voice record verification to deduct the bank balance for the insurance fee. Despite they say that the insurance plan is 100% free.","stop contact the user phone number for selling your healthcare plan. not only it did not respect the user privacy, but it is bothering us too. including the questionable selling method using voice record verification to deduct the bank balance for the insurance fee. despite they say that the insurance plan is 100% free.",en,-0.4547,0.154,0.756,0.09,-1,selling healthcare plan
Very helpful and fast response just like what I expected thank you,very helpful and fast response just like what i expected thank you,en,0.796,0.0,0.527,0.473,1,helpful fast response
Attractive and easier to get information,attractive and easier to get information,en,0.6908,0.0,0.412,0.588,2,attractive easier information
Great app that have dozens of feature for medicals and health,great application that have dozens of feature for medicals and health,en,0.6249,0.0,0.709,0.291,1,feature medicals health
"nice apps actually, but after 2 days using this applications. I got a lot of numbers that I didn't know who are them. And then, after I check the number at getcontacts that's deception number. so sad","nice application actually, but after 2 days using this applications. i got a lot of numbers that i did not know who are them. and then, after i check the number at getcontacts that is deception number. so sad",en,-0.7677,0.187,0.707,0.106,-1,getcontacts deception number
Bad at all cost The customer service leads you to activate a program that you don't want to,bad at all cost the customer service leads you to activate a program that you do not want to,en,-0.575,0.228,0.772,0.0,-1,bad cost customer
