content,score
"Lambat dalam handling complaint, order obat yg diresepkan dokter bermasalah (sempat order resep,tp orderan di app tidak berjalan, mau pesan ulang sementara resep digital sdh not available) Sudah tlp ke CS perihal tersebut, infonya orderan akan dibatalkan dan harap dipesan ulang. Setelah menunggu H+1 esok harinya dan sudah tlp yg ke 3 kalinya ke CS,permasalahan masih sama. Kalau pasien yg sekarat mungkin ga akan tertolong dgn pelayanan seperti ini karena obat tak kunjung terpesan.",2
Dokternya baik2,5
Aplikasi & layanan sangat bagus tp sayangnya TIDAK RAMAH PENGGUNA & TIDAK MUDAH digunakan. Resep di info ada dikeranjang tp dicari2 keranjang yg dimaksud entah ada dimana. History chat dgn dokter serta resep dokter tidak bisa dicari apalgi dilihat lg. Entah nguap kemana history chat & resep dr dokternya..,3
Keren,4
Bagus,5
Murah mudah dan cepat dibanding ke dokter di rs,5
Cepat,5
"Praktis bgt, jarang sakit tp skalinya pakai sangat Ngebantu krn kita sakit kan udah ga bisa mikir ya..",5
"Aplikasi halodoc ini ngebantu banget, jadi praktis kalau mau konsultasi sama dokter, harganya juga cukup terjangkau",5
Good,5
keren,5
dokternya dalam 2 menit gabisa dihubungin tp saldo gopay ttp ilang. musti hubungin cs live chat utk saldonya balik lg itupun hrs ada buktinya jd pastiin selalu screenshot pas nungguin dokter 🙃,3
Platform yang tepat untuk konsultasi medis dan psikologi,5
"Saat ini hanya halodoc satu2nya aplikasi yg membantu tuk beli obat. Tp aplikasinya kurang user friendly, padahal yg banyak butuh itu org tua. Harusnya bikin yg lebih gampang digunain aja biar ngajarin org tuanya juga gampang. Thx",5
"Konsultasi gampang, pengiriman resep cepat. Makasih halodoc",5
"sukses, belum pernah ada masalah, sangat membantu untuk beli obat bisa pesan online dan diantar",5
Mudah dan cepat,5
Praktis dan dokternya responsif,5
👍👍👍,5
Good application to consulting with the doctor. Recommended .. 👍,5
"Pennagnan cepat, respon cepat, pengantar obat tdk smp 30 menit dan bisa dilacak",5
"Aplikasi ini sangat membantu kapanpun dan dimana pun, dokternya juga bisa milih dan beberapa dokter yang didapet, walapun diskon, tetep serius menangani keluhan. Best!",5
Layanan dokter ramah dan memuaskan.,5
Appsnya sangat membantu,5
"mudah, simple dna terpercaya",5
"Smooth UX, UI, fast, helpful doctor. Thank halodoc. Sukses terus",5
Sangatembantu,4
Cepat dan tepat,5
Apss tidak user friendly. Coba unggah resep. Dpat 2 sms. Yg satu berbunyi: Pesanan obat kamu tidak dapat diproses. Maksudnya gk jelas.. bad user experience,1
Thank halodoc membantu bgt kalo malem² anak sakit,5
Problem solved,5
Selalu membantu di saat kami perlu,5
"Really helpful, especially in this pandemic period, online consultation, online medicine recommendations, it makes us easier to find the 2nd opinion and quick solution when we got sick.",5
Good app,4
Sangat membantu,5
"td sy order sebuah obat melalui layanan GoMed. stlh melakukan pembayaran dll. pesanan sudah terkonfirmasi & driver ditemukan. tdk lama, sy mendapati kalau driver nya berganti (hal ini terjadi lebih dr 2×) lalu sy kembali menunggu, namun driver tak kunjung datang. status pengiriman jg stuck di posisi ""driver telah ditemukan"". sy berkali2 mencoba menghubungi driver melalui nomor yg tertera, namun tidak ada jawaban sama sekali. 1 jam lbh sy nunggu sampai akhirnya pesanan dibatalkan otomatis.",1
Good and easy to use,5
"saya hubungi PIC nya via no telfon halodoc namun respon sangat2 tidak menyelesaikan masalah, saya order obat untuk istri mulai tgl 5 september 2022 , sampai hari ini sudah tgl 9 september 2022 tidak ada wujudnya. saya hub kembali contact halo doc tapi tidak ada respon. Tolong management halo doc perbaiki layanannya.",1
Selalu puas,5
Nice and easy to consult with doctor,5
Solusi tercepat untuk obat dan sangat terjangkau di bantu dengan resep dari dokter proffesional mantap,5
"Singkat, padat dan jelas, zuperrrr sekali apps nya",5
"PESANAN YG DITERIMA TIDAK SESUAI YG DIPESAN, PADAHAL INI UTK ANAK. KOMPLAIN MINTA GANTI SANGAT SULIT, TIDAK ADA LIVE CHAT HARUS TELPON. BILANGNYA DITANGANI TP SUDAH BRP JAM SAYA BELUM MENDAPATKAN OBAT YG SY BUTUHKAN. KECEWA UTK PERUSAHAAN SEKELAS INI",1
Fast,5
44w4,5
"Memudahkan dalam beli obat dan konsultasi dengan dokter,jadi gak perlu bawa orang sakit ke RS, ngantri yg mana malah makin drop, plus bisa jadi disuruh pulang lagi dan bisa di sarankan langsung ke igd kalau memang diperlukan, tinggal dokternya saja, kadang dapat yg bagus, kadang dapat yang rada2",5
Easy to use!,5
"pengisian saldo melalui virtual acc BCA tidak masuk, pembayaran langsung melalui virtual BCA juga tidak masuk.",1
drpd app lain ini paling bagus. tp kendala nya sering banget keluar app sendiri tiba2,3
Good consulting & medications carefully,5
Mantap,5
Alhamdulillah dokternya sabar dan jelas menjelaskan.. Walau saya sempat hilang sinyal..,5
Sangat membantu jika kita sedang sakit dan tidak ada waktu untuk konsultasi,5
"Keren, instan dan mudah",5
dokter humble dan tenang.. semoga makin sukses para dokter dan halodoc,5
Good,4
fast,5
"ga nyaranin pake jasa konsultasi dokternya. mending langsung ke rumah sakitnya langsung walaupun lebih mahal. sakit asam lambung 1 tahun ga sembuh2. ga ada yg nyaranin cek darah antibody pylori sm endoskopi. sy ke rs, langsung ada yg nyaranin cek darah, hasilnya reaktif, sm endoskopi. adik juga sama coba konsultasi dokter di halodok ga sembuh2. emg beda mungkin krn ini via konsul online dan murah, cuman hati hati kl taruhannya kesehatan masyarakat, yg mestinya ditangani bener ini jd salah",1
"Saya beli obat, lalu tiba2 pembayaran gagal dan duit saya nyangkut. Saya ajukan refund pun tidak dianggap serius hanya di suruh coba link yang tidak bisa dibuka, sampai saya kirim video bahwa link tidak bisa di buka hanya didiam kan saja dari pihak halodoc. Sangat mengecewakan, ini terakhir saya pakai aplikasi ini dikarenakan kualitas layanan yang buruk. Sangat tidak rekomendasi.",1
"Bagus, profesional, cepat, tidak perlu pergi secara offline",5
Mempermudah konsultasi dokter tanpa harus datang antrii kerumah sakit,5
Sangat membantu,5
Good servise,5
Sangat membantu dalam pembelian obat. Tidak perlu repot ke apotik.,5
"Dokternya informatif, aplikasi nya mudah digunakan",5
"Sangat tidak aman aplikasi ini...pesanan Anda sewaktu² bisa dibatalkan pihak apotek. Dan tidak ada notifikasi otomatis atas pengembalian dana/refund,atas terbatalkannya transaksi oleh apotek. Anda harus mengurus refund dan, menghubunginya pada chat aplikasi ini, tidak otomatis proses refund ini terjadi. Dalam seminggu saya sudah kejadian 2x hal yg sama...membuat saya tidak nyaman lagi bertransaksi di aplikasi ini.",1
duit diambil sebelum pasti atau enggaknya dapet dokternya. aneh. kalau dibatalkan dokter lama nunggu refundnya,1
"Pelayanan aplikasi sih makin oke, sayangnya deteksi apotik terdekatnya yg kurang memuaskan, beberapa kali pakai aplikasi ini, lokasi apotik yg terdeteksi masih terlalu jauh",5
Bagus bgt,5
actually save lives,5
i don't understand why Halodoc always recommend me the farthest drugs store from my house and it makes the delivery fee is more expensive,2
Sangat membantu,5
Hmmm sbenernya so far helpful bgt sih aplikasi ini klo kita butuh beli obat atau diskusi dgn dokter tanpa harus tatap muka. Tetapi sayang nya pihak halodoc itu search engine nya dia basis by nama obat bukan by apotek. Ya i know at least emg klo basic nya adalah aplikasi buat chat sama dokter oke lah klo kita nyari by nama obatnya. Tpi klo misal cuma mau cari obat tanpa harus chat dokter ini ga helpful karna sometimes kita dicariin produk nya dri apotek yg jauh bgt dri rumah.,3
Sangat ramah dan komunikatif,5
"Mantap, sangat membantu saya dan keluarga",5
Respon nya cepat!!,5
User friendly,5
👍,5
Good,5
"Pemesanan obat bisa sampai seminggu. Kami melakukan pemesan hari sabtu 3/9, disebutkan estimasi senin tiba. Senin dicek berubah menjadi estimasi tiba menjadi Selasa 6/9 - Kamis 8/9. Hari Minggu sebelumnya sdh dicek kenapa pengiriman lama karena apotik yg dipilih aplikasi katamya jaraknya 20 km. Konsumen tidak mengetahui apotik mana yg dituju pemesanan hanya bisa menunggu. Tidak ada tombol cancel juga. Akhirnya kuta haru tebus resep manual juga. 2x keluar uang kah?",1
Thanks Halodoc. Thank you for your apps,5
Mempermudah pasien dalam mengatasi masalah kesehatan,5
"Bisa nenangin di saat panik anak knp""",5
Good. Solusi tepat masalah kesehatan,5
Fast response dari dokternya. Dan informatif,5
"Bagus banget untuk bantu second opinion selagi kita gak bisa ke Rs. Saran, adain kek sesi call /voice notes, kasian dokter psikiater/psikolog ngetiknya ngebut,. Kan kata"" nya panjang",4
"Good,",5
Very usefull application,5
Really helpful for urgent situation. Fast respone.,5
Good,5
Mudah konsultasi dengan dokter dan bisa langsung memesan obat,5
Friendly user application,5
Perfect👍👍👍👍👍,5
"Gabisa terhubung ke asurasi manulife, admin tidak menjawab pertanyaan",1
Ok,5
The worse chatbot for cs! Susah banget dapat bantuan krn chatbot nya sangaat parah,2
Memudahkn dlm memesan obat rutin. Knsul dokter gratis pula,5
Responsive chat support.,5
Rekomended,5
Sangat membantu,5
Ngebantu banget pas urgent subuh subuh anak demam,4
"Uang terbuang sia-sia karena , gak nyambung waktu di chat malam hari dan hanya tulisan selamat dtg saja. Setelah sesi habis ada catatan pasien tidak merespon .",1
"Praktis dan pengiriman cepat, keep up the good work",5
"Sangat praktis buat kaum mager dan suka rebahan. Tanpa perlu keluar rumah, jadi lebih aman. Kalau sakit ga kuat buat ke dokter, tinggal pake halodoc aja",5
Pertolongan pertama yang bisa diandalkan!,5
Very helpful,5
TOPP GILEE MEMBANTU MASYARAKAT,5
"Baru nyoba pake halodoc..pertama kali..trnyata mantap..di respnt dgn cpt, biaya sangat trjangkau..mudah pula menggunakan aplikasi nya",5
My first time pakai halodoc selain murder sgt ngebantu tanpa harus antri ke klinik. Makasih ya,5
Impressive!!,5
Fast response and user friendly,5
Sistem lu dibenerin dong tolol. Masa obat obatan dikasih harga jauh diatas het,1
So good,5
"Untuk bisa menghubungkan InHealth ke aplikasi, perusahaan tempat saya bekerja harus kerjasama dulu dengan Halodoc. Ketentuan yang tidak masuk akal. Rumah Sakit saja tidak perlu kerjasama dengan perusahaan tempat saya bekerja untuk dapat melakukan klaim kepada InHealth.",1
Sudah baik.,4
Sangat responsif,5
"Cepat, mudah dan praktis",5
Sangat membantu setiap saat👍,5
Very helpful,5
"Pesen 3 obat, kenapa pengirimannya dipisah2 ya harus opsi pengiriman satu-satu ! Mau ambil instan 15rb. Masak x3 biayanya. Padahal pesennya barengan.",2
Bagus,5
Easy to use,5
"mau chat dengan dokter, sudah bayar, ternyata pas mau chat dokternya ga bisa, disuruh pilih dokter lain, saya kira udah g perlu bayar lagi, ternyata musti bayar lagi. Jadi rugi yg pertama tadi, dokternya yg gak bisa, saya tetep harus bayar. Mana waktu chat sama CS nya luaaaamaaaa balesnya.",1
mudah sekali,5
"Just realized there is some kind of bug in the app. When i tried to open my appointment history, there are only a sign 'try again' but it didn't solve anything. But for overall app, i really love Halodoc because it helps me a lot for laboratory appointment or even have a chat with the doctors. This apps also make a vaccine appointment a lot more easier.",5
Keren. Komplain g ada responnya. Di chat aplikasi terhubung live agent dicuekin.,1
Fast respon and friendly,5
Instan help and consultancy,5
Memudahkan sekali ketika butuh doktter,5
"Waktu saya hendak membuka riwayat transaksi, app langsung error. Kira2 kenapa ya?",5
"Sangat membantu dan mudah digunakan, dengan dukungan dokter yang handal. Terimakasih HALODOC",5
Always freezing or forced close whenever I tried to open my history transactions.,1
"Sangat membantu, wajib punya aplikasi ini",5
Tidak bisa membuka riwayat transaksi yang dimana ada beberapa resep yang ingin saya tebus,1
Good service,5
Cara berobat yang sangat efektif dan efisien. Terima kasih halodoc 🙂,5
Sangat membantu. Terima kasih,5
Riwayat transaksi tidak bisa dibuka,2
So easy to use and simple so we can consult with doctor immediately,5
Ga bsa liat riwayat transaksi,1
It would be nicer if there's a sick letter for us as a evidence that we're not feeling well. Thanks,5
Ini gimana beli obat lewat halo doc tapi obat ga pernah sampai? Kontak via chat dan email pun ga ada solusinya. Scam,1
good,5
"Sangat membantu kalau butuh cepat, tapi ya yang ngga butuh resep. Karena pas upload resep sendiri, yg bukan dgn dokter halodoc, bakal di tolak...",4
Makes life easier,5
Fast and easy,5
Really usefull in emergency,5
"Sehabis update disetiap halaman ada gangguan/error, butuh koneksi ynag lebih stabil ketimbang untuk main online game/video call?!",3
Sangat membantu,5
"Terbaik mulai dari dokter, dan cepet smpai obatnya",5
Cukup membantu,5
Sangat membantu dikala gemting,5
"As a mom with many children who has to stay at home, this app is helpful masyaallah",5
baik baik baik,5
Super helpful. Love it!,5
"Sudah update ke versi terbaru 14.300 malah sekarang tidak bisa melihat Riwayat Pesanan Selalu muncul ""Ada yang salah"", saya sudah coba restart hp bahkan",2
"Gileeee, mudah bgt cuyyyy. Smbil kerja smbil rebahan smbil konsul. Smbil ngakak pula klau typo wkwkwk 🤣 trima kasih Halodoc dan pra dokter2 atas kmudahan yg dbuat di jman now 🙏🏻😭 Smoga pembuatnya + tenaga medis trmsk dokter dimanapuj mreka brada, pd lancar hidupnya, sukses, rezekinya banyak, hidupnya tenang dll",5
Good,5
APLIKASI PAYAH GA BISA LOGIN G DAPAT2 SMS VERIFIKASI GIMANA MAU PAKAI LAYANANNYA?,1
Cepat layanannya,5
Sangat membantu dalam pelayanan medis from home. Praktis terhubung dengan asuransi,5
"Good, as simple as klik-klik, obat sampaii",5
Good,5
Dokter di halodoc ramah dan resep yang diberikan sesuai dengan keluhan pasien. Ditambah service 24 jam seperti di rumah sakit sangat membantu jika perlu konsultasi sewaktu-waktu.,5
Aplikasi yg praktis unt mendapat saran2 kesehatan sesuai kebutuhan,5
Sangat membantu,5
Bantu saat darurat...dan komunikatif,5
"Good, jejaring apotek nya lebih diperluas lagi",4
Good,5
Sangat membantu dan dokter2nya juga berpengalaman... Terimakasih Halodoc...,5
"Untuk aplikasi sebesar halodoc, belum bs cek status jika pengiriman sudah dr waktu yg ditampilkan di apps. Saya sudah menunggu obat selama 1,5 jam, tp di apps perkiraan tiba masih 33-45 menit, status pengiriman juga tidak berubah. Option di bot juga tidak membantu, masih harus contact call center",3
"Karena diupdate jadi ngaco history konsultasinya. Konsultasi 2021 jadi di atas, 2022 di tengah2. Kacau update nya. Susah mau chat sm dokter minggu lalu. Malah ilang dari riwayat. Ngeselin",2
"Bintang 4 dulu, klo manjur auto 5",4
Mudah dan cepat,5
"Saya punya pengalaman, bingung pengen bawa anak berobat karena hari minggu dokter anak pada tutup. Tapi halodoc ngebantu banget untuk konsultasi di hari liburpun. Terima kasih halodoc",5
Nice application,5
Sangat membantu keluarga saya.,5
Kurir gojek tidak ramah,3
Sangat membantu,5
Good aplication and reliable so far,4
First time coba ini dokternya bagus,5
Cukup membantu,5
"Membantu banget di era pendemi, ngga perlu ke RS buat konsultasi",5
"Berobat jadi mudah, bisa terhubung dengan asuransi",5
Mantull,4
Good,5
Error.. Saya gak bisa login. Sudah update tetep gak bisa,4
Excellent..,5
Respons cepat,5
"tidak terlalu berguna, sy sdh coba 2 kali ,bad experience",2
Sangat membantu sekali,5
dokter nya ramah dan mudah komunikasi,5
Aplikasi membantu untuk diagnosa sementara jika tidak sempat ke dokter,5
Sepertinya kolom lengkapi detail nya tidak bisa di enter setelah isi info,4
Good,5
Nice,5
Pelayanan Baik 👍,5
Beli obat tidak dikirim. Dibatalkan/refund tidak bisa. PARAAHH,1
Sangat membantu,5
"Perbaiki layanan pembelian obat, stok nggak update dengan di apotek aslinya. Jadinya pembelian selalu gagal. Kalo perlu kita dikasih list apotek mana aja yang ngejual obatnya, jadi bisa milih mau dikirim dari mana juga.",3
Aplikasinya sangat membantu sekali terutama di jam2 yg tidak umum (saya konsul di jam 4 pagi an) dan dokternya helpfull utk membantu saya..,5
"Cepat, tidak pakai antri.",5
Good,5
"Very useful, we can consult to a doctor with our preferences, without leaving home, especially in this pandemi era",5
Very nice,5
"sangat terbantu terutama untuk membeli obat ketika tidak bisa pergi keluar, terimakasih 😊🙏",5
