content,score,content_contractions
"This is an incredible app, its encourage me to have a healty life",5,"This is an incredible app, its encourage me to have a healty life"
"Respon dokter cepat dan ramah, jawaban juga sangat membantu 😊😊",5,"Respon dokter cepat dan ramah, jawaban juga sangat membantu 😊😊"
Sangat membantu,5,Sangat membantu
Ngga dapat verifikasi kode via sms nya udah berkali kali dicoba.. pulsa pun banyak.,2,Ngga dapat verifikasi kode via sms nya udah berkali kali dicoba.. pulsa pun banyak.
Tengah malem chat. Kirain ngga akan direspon dan ternyata direspon dengan cepat dan cukup membantu.. lucky me dapet first impression yg baik.. terima kasih semoga seterusnya tetap memberikan pelayanan yang baik..,5,Tengah malem chat. Kirain ngga akan direspon dan ternyata direspon dengan cepat dan cukup membantu.. lucky me dapet first impression yg baik.. terima kasih semoga seterusnya tetap memberikan pelayanan yang baik..
tengah malam chat dokter langsung direspon. membantu sekali di saat panik melanda.,5,tengah malam chat dokter langsung direspon. membantu sekali di saat panik melanda.
Easy kah,5,Easy kah
Kenapa saat mau mulai chat dokter aplikasinya jadi kedip2 gitu. Layar hp saya jadi putih dan kedip2,2,Kenapa saat mau mulai chat dokter aplikasinya jadi kedip2 gitu. Layar hp saya jadi putih dan kedip2
At first i want to give it 4 stars because i see at a glance it's very good and has a complete information. But when i want to verify my phone number it fails. I have tried it many times but the result remains the same. So????,1,At first i want to give it 4 stars because i see at a glance it is very good and has a complete information. But when i want to verify my phone number it fails. I have tried it many times but the result remains the same. So????
"jam 2 tengah malam, konsultasi sy dijawab dengan baik..",5,"jam 2 tengah malam, konsultasi sy dijawab dengan baik.."
Mohon bisa d update untuk hapus dan copy chat konsultasi dokter..,3,Mohon bisa d update untuk hapus dan copy chat konsultasi dokter..
"Baru update, dan fitur live chat tidak bisa digunakan. Aplikasi terus terhenti, padahal sebelumnya sangat membantu sekali. Saya harus bagaimana? Terima kasih",4,"Baru update, dan fitur live chat tidak bisa digunakan. Aplikasi terus terhenti, padahal sebelumnya sangat membantu sekali. Saya harus bagaimana? Terima kasih"
Sangat membantu saya..,5,Sangat membantu saya..
"Dokternya cantik2, jadi betah live chat lama lama",5,"Dokternya cantik2, jadi betah live chat lama lama"
"Informasi yg diberikan sangat komprehensif, respon dari dokternya sangat cepat. Bisa menjawab keluhan anda dimanapun dan kapanpun. Cool apps 🙏",5,"Informasi yg diberikan sangat komprehensif, respon dari dokternya sangat cepat. Bisa menjawab keluhan anda dimanapun dan kapanpun. Cool apps 🙏"
Aplikasi yg sangat berguna dan tips dokter sangat membantu. Sukses terus klikdokter,5,Aplikasi yg sangat berguna dan tips dokter sangat membantu. Sukses terus klikdokter
"Konsultasi ke dokternya gratis, trus kalo mau cari informasi obat juga ada, berguna banget bagi saya yang awam mengenai obat . Mantabb👍👍",5,"Konsultasi ke dokternya gratis, trus kalo mau cari informasi obat juga ada, berguna banget bagi saya yang awam mengenai obat . Mantabb👍👍"
Sangat membantu sekali untuk meningkatkan pengetahuan mengenai medis melalui ahlinya,5,Sangat membantu sekali untuk meningkatkan pengetahuan mengenai medis melalui ahlinya
Jadi gampang tanya2 sama Dokter..tinggal chat aja di aplikasi 👍,5,Jadi gampang tanya2 sama Dokter..tinggal chat aja di aplikasi 👍
Sangat membantu,5,Sangat membantu
"Kualitas pelayanannya baik, good job 👍🏻",5,"Kualitas pelayanannya baik, good job 👍🏻"
Sekarang sdh bisa diresepin obat. Engga ada 1 jam uda sampe. Makasih yah KlikDokter. 🙏😊,5,Sekarang sdh bisa diresepin obat. Engga ada 1 jam uda sampe. Makasih yah KlikDokter. 🙏😊
"Konsultasi dengan dokter jadi mudah dan gratis, makasi klik dokter ♥ #sehatitumudah",5,"Konsultasi dengan dokter jadi mudah dan gratis, makasi klik dokter ♥ #sehatitumudah"
good doctor,5,good doctor
"setelah di update tidak bisa konsultasi dengan dokter, mohon segera ditindak lanjuti. terimakasih",3,"setelah di update tidak bisa konsultasi dengan dokter, mohon segera ditindak lanjuti. terimakasih"
more and more update 👍👍,5,more and more update 👍👍
pertanyaan saya gk di jawab sampai waktunya habis lalu untuk apakah aplikasi ini?,1,pertanyaan saya gk di jawab sampai waktunya habis lalu untuk apakah aplikasi ini?
"aplikasi yg sangat bermanfaat,makasih klikdokter",5,"aplikasi yg sangat bermanfaat,makasih klikdokter"
bagus2 artikelnya,4,bagus2 artikelnya
Respon dokter cepat....!!! Good app !!!,5,Respon dokter cepat....!!! Good app !!!
Aplikasi Terbaik!!.. Memudahkan mendapatkan segala informasi kesehatan yg terpercaya & terjamin kebenarannya.. Trima kasih Klikdokter app..,5,Aplikasi Terbaik!!.. Memudahkan mendapatkan segala informasi kesehatan yg terpercaya & terjamin kebenarannya.. Trima kasih Klikdokter app..
"Ini pertama kali saya coba aplikasi ini, responnya cepat dan cukup membantu, apalagi di saat mendadak. Sayangnya dokter yang saya dapat tidak sabaran saat ditanya. Juga akan lebih baik kalau penilaian dari pasien kepada dokter tidak ditampilkan di layar chat yang bisa diketahui oleh dokternya, karena menurut saya bisa memicu pasien tidak memberikan nilai yang jujur.",3,"Ini pertama kali saya coba aplikasi ini, responnya cepat dan cukup membantu, apalagi di saat mendadak. Sayangnya dokter yang saya dapat tidak sabaran saat ditanya. Juga akan lebih baik kalau penilaian dari pasien kepada dokter tidak ditampilkan di layar chat yang bisa diketahui oleh dokternya, karena menurut saya bisa memicu pasien tidak memberikan nilai yang jujur."
good job,5,good job
canggih nih apps,5,canggih nih apps
"Aplikasi ini sangat membantu terutama ketika kondisi darurat dan perlu konsultasi segera, dokternya komunikatif, buat saya yang seorang ibu muda (belum banyak pengalaman) aplikasi ini benar-benar bermanfaat.",5,"Aplikasi ini sangat membantu terutama ketika kondisi darurat dan perlu konsultasi segera, dokternya komunikatif, buat saya yang seorang ibu muda (belum banyak pengalaman) aplikasi ini benar-benar bermanfaat."
sangat membantu,5,sangat membantu
sangat membantu sekali,5,sangat membantu sekali
Sangat bermanfaat,5,Sangat bermanfaat
Sangat bermanfaat,5,Sangat bermanfaat
good app,5,good app
membantu tp utk respon dokter tdk prnh ada jawaban,1,membantu tp utk respon dokter tdk prnh ada jawaban
Sangat bermanfaat,5,Sangat bermanfaat
saya ada chat responya tidak cepat sudah hampir 20 menit tidak ada respon.. jadi sy unintall saja..,2,saya ada chat responya tidak cepat sudah hampir 20 menit tidak ada respon.. jadi sy unintall saja..
"Aplikasi ini keren, sangat membantu. Respon dokter sangat cepat.",5,"Aplikasi ini keren, sangat membantu. Respon dokter sangat cepat."
good service,5,good service
Lama verifikasi emailnya,4,Lama verifikasi emailnya
Dokternya koperatif. Enak untuk di ajak sharing dan di minta masukan,5,Dokternya koperatif. Enak untuk di ajak sharing dan di minta masukan
"Sangat sangat membantu. Apalagi jikka ada sesi diskusi dengan dokternya langsung. Selain bisa bertanya mengenai masalah kesehatan kita, ada juga feature spt kalkulator masa subur, BMI, kehamilan, dsb. Artikelnya juga banyak dan sangat membantu",5,"Sangat sangat membantu. Apalagi jikka ada sesi diskusi dengan dokternya langsung. Selain bisa bertanya mengenai masalah kesehatan kita, ada juga feature spt kalkulator masa subur, BMI, kehamilan, dsb. Artikelnya juga banyak dan sangat membantu"
Lama buat terima email verifikasinya.,4,Lama buat terima email verifikasinya.
"Sangat membantu, informatif",5,"Sangat membantu, informatif"
"ringkas, informasi nya substantif",4,"ringkas, informasi nya substantif"
Great app,5,Great app
Sebuah apps bagus utk pengetahuan kesehatan. Karena ada dokter yg benar benar ahli dalam bidangnya. Sukses terus klikdokter,5,Sebuah apps bagus utk pengetahuan kesehatan. Karena ada dokter yg benar benar ahli dalam bidangnya. Sukses terus klikdokter
this application so work it for me,5,this application so work it for me
"This app very recommended. Sangat membantu sekali untuk masyarakat yg ingin berkonsultasi seputar kesehatan. Terimakasih untuk semua dokter, sukses selalu untuk kalian.",5,"This app very recommended. Sangat membantu sekali untuk masyarakat yg ingin berkonsultasi seputar kesehatan. Terimakasih untuk semua dokter, sukses selalu untuk kalian."
"Aplikasinya bagus, dokternya ramah. Saya menanyakan seputar penyakit dalam alhamdulillah sangat membantu :)",5,"Aplikasinya bagus, dokternya ramah. Saya menanyakan seputar penyakit dalam alhamdulillah sangat membantu :)"
Sangat membantu terima kasih buat aplikasinya..,5,Sangat membantu terima kasih buat aplikasinya..
Interesting banget,5,Interesting banget
Sangat membantu saya Dan keluarga mencari info2 tentang kesehatan 😊👍,5,Sangat membantu saya Dan keluarga mencari info2 tentang kesehatan 😊👍
"Aplikasi ini sangat membantu, responnya juga cepat banget",5,"Aplikasi ini sangat membantu, responnya juga cepat banget"
"Maaf ya bintang 1 soalnya kecewa sih, terutama soal adanya waktu chat dan 
minimnya pilihan dokter untuk berkonsultasi. Pertama coba chat udah ngetik 
panjang lebar cuma D aja sampai sesi berakhir padahal ada dokter yg online. 
Melototin kayar chat selama setengah jam buat nunggu balesan bukan wakti yg 
sebentar ya tp sy ttp nunggu. Akhirnya sesi chat berakhir sia2 tanpa 
jawaban. Chat yg idah kita ketik panjang dan lebar juga hilang, harusnya 
ada riwayat chat supaya ga perlu ngetik lago di sesi chat yg baru. Di sesi 
yg baru sempat di balas sama dokternya, tapi maaf jawabannya tidak 
membantu, jawabnya singkat2 dan tidak jelas.",1,"Maaf ya bintang 1 soalnya kecewa sih, terutama soal adanya waktu chat dan 
minimnya pilihan dokter untuk berkonsultasi. Pertama coba chat udah ngetik 
panjang lebar cuma D aja sampai sesi berakhir padahal ada dokter yg online. 
Melototin kayar chat selama setengah jam buat nunggu balesan bukan wakti yg 
sebentar ya tp sy ttp nunggu. Akhirnya sesi chat berakhir sia2 tanpa 
jawaban. Chat yg idah kita ketik panjang dan lebar juga hilang, harusnya 
ada riwayat chat supaya ga perlu ngetik lago di sesi chat yg baru. Di sesi 
yg baru sempat di balas sama dokternya, tapi maaf jawabannya tidak 
membantu, jawabnya singkat2 dan tidak jelas."
"Nice apps...easy to use, very informative and nice doctors in terms of 
responding our related questions and concerns",5,"Nice apps...easy to use, very informative and nice doctors in terms of 
responding our related questions and concerns"
Ngebantu banget nih app buat nyari tau anak gua sakit apa. Keren!,5,Ngebantu banget nih app buat nyari tau anak gua sakit apa. Keren!
"Sangat membantu untuk mendapat info kesehatan secara cepat. Artikel 
kesehatan sgt bervariasi dan informatif. Fitur Live Chat dokternya sangat 
oke..",5,"Sangat membantu untuk mendapat info kesehatan secara cepat. Artikel 
kesehatan sgt bervariasi dan informatif. Fitur Live Chat dokternya sangat 
oke.."
Balasan chat dokternya cepat sekali..terimakasih,5,Balasan chat dokternya cepat sekali..terimakasih
"Sangat bermanfaat, konsultasi selalu cepat direspon",5,"Sangat bermanfaat, konsultasi selalu cepat direspon"
"App nya bagus banget. Dokternya jawabnya cepat dan gratis lagi. Mantap 
banget pokoknya..",5,"App nya bagus banget. Dokternya jawabnya cepat dan gratis lagi. Mantap 
banget pokoknya.."
"Bagus banget. Dokter nya cepet tanggap banget. Baik hati. Dan gratis tis 
tis lagiiii. Sangat membantu",5,"Bagus banget. Dokter nya cepet tanggap banget. Baik hati. Dan gratis it is 
it is lagiiii. Sangat membantu"
"tidak bisa keliatan pesan chat live kita dengan dokter .setelah chat 
terkirim chat kita hilang. setelah 30 menit sesi waktu chat live dgn dokter 
baru bisa di lihat chat kita dan balasan dokter itu pun .di riwayat pesan. 
di perbaiki yah",4,"tidak bisa keliatan pesan chat live kita dengan dokter .setelah chat 
terkirim chat kita hilang. setelah 30 menit sesi waktu chat live dgn dokter 
baru bisa di lihat chat kita dan balasan dokter itu pun .di riwayat pesan. 
di perbaiki yah"
"Login gagal terus, fitur lupa akun juga gak bisa. Jadi gak bisa chat dgn 
dokter. Tolong segera diperbaiki ya :)",2,"Login gagal terus, fitur lupa akun juga gak bisa. Jadi gak bisa chat dgn 
dokter. Tolong segera diperbaiki ya :)"
"Informasi mengenai seputar kesehatan selalu update, recomended dan sangat bermanfaat bagi saya. 👍👍👍",5,"Informasi mengenai seputar kesehatan selalu update, recomended dan sangat bermanfaat bagi saya. 👍👍👍"
sipp chat respon cepat,4,sipp chat respon cepat
Good service and quick respons🤗,5,Good service and quick respons🤗
Kecewa......kgk bs login,1,Kecewa......kgk bs login
Respond lambat..,2,Respond lambat..
"Awalnya saya tertarik, tetapi setelah menginstall  mendaftarnya  susah gak bisa², saya sudah masukkan semua data dengan benar tetapi dianggap tidak valid, akhirnya saya kecewa..",1,"Awalnya saya tertarik, tetapi setelah menginstall  mendaftarnya  susah gak bisa², saya sudah masukkan semua data dengan benar tetapi dianggap tidak valid, akhirnya saya kecewa.."
No Doctor. I give the best for you. 1 start,1,No Doctor. I give the best for you. 1 start
Sudah ada perubahan yg lebih baik. Pasang iklan di stasiun kereta dong,5,Sudah ada perubahan yg lebih baik. Pasang iklan di stasiun kereta dong
Okay honey,5,Okay honey
Love it,5,Love it
Why this app let me wait for a long time without the doctor's response,1,Why this app let me wait for a long time without the doctor's response
Cepat Tanggap. Chat cepat,5,Cepat Tanggap. Chat cepat
"Good apps, helps me consult about my personal health",5,"Good apps, helps me consult about my personal health"
"Lemot n sering crash di asuz zenfone 2, tolong di perbaiki",1,"Lemot n sering crash di asuz zenfone 2, tolong di perbaiki"
Sangat membantu,5,Sangat membantu
Fitur pencarian artikel gak ada lagi ya?,5,Fitur pencarian artikel gak ada lagi ya?
Nanti saya yang jadi dokter ya aamiin😆,5,Nanti saya yang jadi dokter ya aamiin😆
Suka bgt💕 dri BBM channel lgsg download appsnya. sangat bermanfaat!!,5,Suka bgt💕 dri BBM channel lgsg download appsnya. sangat bermanfaat!!
Klikdokter always gives some advices on social media ☺👍,1,Klikdokter always gives some advices on social media ☺👍
very good,5,very good
Cool aps,4,Cool aps
sangat bermanfaat untuk orang yang awam,5,sangat bermanfaat untuk orang yang awam
Menyertakan sajian cara masakan sehat,4,Menyertakan sajian cara masakan sehat
Tim dokter nya cepat jawab :),5,Tim dokter nya cepat jawab :)
Setelah update ke versi baru jadi ok banget. Mudah2an ke depannya bisa livechat langsung di appnya.,5,Setelah update ke versi baru jadi ok banget. Mudah2an ke depannya bisa livechat langsung di appnya.
More detail information again,5,More detail information again
Awesome apps!,5,Awesome apps!
Great apps! Artikel kesehatannya bagus-bagus,5,Great apps! Artikel kesehatannya bagus-bagus
Sangat membantu,4,Sangat membantu
Artikelnya sangat bermanfaat... Designnya baru ya.. keren 😍,5,Artikelnya sangat bermanfaat... Designnya baru ya.. keren 😍
Aplikasinya sangat membantu pola hidup sehat keluarga kami..,5,Aplikasinya sangat membantu pola hidup sehat keluarga kami..
"Bisa live chat setiap saat, dokternya ramah dan sangat membantu.",5,"Bisa live chat setiap saat, dokternya ramah dan sangat membantu."
"Aplikasinya keren, banyak artikel kesehatan dan bisa live chat sama dokter..woow bangett",5,"Aplikasinya keren, banyak artikel kesehatan dan bisa live chat sama dokter..woow bangett"
"cintaaa bgt sm apps ini, serasa punya dokter pribadi yg siap ditanya kapanpun",5,"cintaaa bgt sm apps ini, serasa punya dokter pribadi yg siap ditanya kapanpun"
"Log in nya cepet bgt.. Aplikasinya berguna, banyak ilmu dan tips kesehatan yg bisa digunain sehari2. Bisa live chat juga sm dokter, kereennnn..",5,"Log in nya cepet bgt.. Aplikasinya berguna, banyak ilmu dan tips kesehatan yg bisa digunain sehari2. Bisa live chat juga sm dokter, kereennnn.."
Oke bangets artikelnya,5,Oke bangets artikelnya
Sangat membantu...,5,Sangat membantu...
Tidak bisa login baik dari web maupun dari program.. mengecewakan...,1,Tidak bisa login baik dari web maupun dari program.. mengecewakan...
Tidak berfungsi. Mau login mestu kesalahan jaringan,1,Tidak berfungsi. Mau login mestu kesalahan jaringan
Useless app,1,Useless app
App dev is disgustingly unskilled.,1,App dev is disgustingly unskilled.
aplikasi yg terlalu banyak iklannya,1,aplikasi yg terlalu banyak iklannya
"Mohon bantuannya untuk menampilkan pilihan kecamatan yg ada di Gresik, Jawa Timur agar saya bisa registrasi di aplikasi. Makasih",2,"Mohon bantuannya untuk menampilkan pilihan kecamatan yg ada di Gresik, Jawa Timur agar saya bisa registrasi di aplikasi. Makasih"
"Gak bisa di akses! Downloading mulu, yg muncul cm advertisingnya aja",2,"Gak bisa di akses! Downloading mulu, yg muncul cm advertisingnya aja"
Mau nanya dokter malah kesalahan jaringan mulu padahal jaringan 4g,1,Mau nanya dokter malah kesalahan jaringan mulu padahal jaringan 4g
Semoga bisa membamtu orang banyak,5,Semoga bisa membamtu orang banyak
"Selali gagal registrasi, Sudah lama, di coba lagi masih gagal, niat gak nih bikin aplikasi",1,"Selali gagal registrasi, Sudah lama, di coba lagi masih gagal, niat gak nih bikin aplikasi"
"Aplikasi GOBLOK!!! ,  Log in gagal registrasi terus, sudah buat akun dan verifikasi masih belum bisa masuk,  Log in pakai FB juga tidak bisa!!! Hapus saja program ini,  menyesakkan Playstore saja!!! Interface Web juga bnyak gambarnya daripada isinya!!  Tidak ad kotak saran lagi!!! Program pemerintah mesti banyak gagalnya daripada berhasilnya!! Tutup en ae Program e,  gak guna!!!",1,"Aplikasi GOBLOK!!! ,  Log in gagal registrasi terus, sudah buat akun dan verifikasi masih belum bisa masuk,  Log in pakai FB juga tidak bisa!!! Hapus saja program ini,  menyesakkan Playstore saja!!! Interface Web juga bnyak gambarnya daripada isinya!!  Tidak ad kotak saran lagi!!! Program pemerintah mesti banyak gagalnya daripada berhasilnya!! Tutup en ae Program e,  gak guna!!!"
Selalu gagal registrasi !,1,Selalu gagal registrasi !
selalu kesalahan jaringan. anehnya kalo ada masalah jaringan kok loading adsnya bagus2 aja yaa....,1,selalu kesalahan jaringan. anehnya kalo ada masalah jaringan kok loading adsnya bagus2 aja yaa....
"aplikasi yg bagus, gak perlu repot2 cari di internet. itu dulu. sekarang aplikasi ini sering force close, tolong di update :)",3,"aplikasi yg bagus, gak perlu repot2 cari di internet. itu dulu. sekarang aplikasi ini sering force close, tolong di update :)"
"Suka sekali dgn aplikasi kesehatan ini lengkap & update.,semoga ke depanx bisa lebih baik dgn inovasi2 barux..sukses terus yak 👍👌",5,"Suka sekali dgn aplikasi kesehatan ini lengkap & update.,semoga ke depanx bisa lebih baik dgn inovasi2 barux..sukses terus yak 👍👌"
"Very usefull aps, thx somuch..",5,"Very usefull aps, thanks somuch.."
Liked it,4,Liked it
"Katanya masalah di jaringan terus, gabisa masuk ke rubrik spesialis",2,"Katanya masalah di jaringan terus, gabisa masuk ke rubrik spesialis"
mohon bantuanya dok tentang kesehatan. maternuwun pak / bu dokter,5,mohon bantuanya dok tentang kesehatan. maternuwun pak / bu dokter
Best app,5,Best app
Dari bbm channel sampe downlod appsnya,5,Dari bbm channel sampe downlod appsnya
Lets get the doctor,5,Let Us get the doctor
usefull! nice app,5,usefull! nice app
"Hallo, kenapa ya setiap mau live chat, slalu ada jadwalnya :(",3,"Hallo, kenapa ya setiap mau live chat, slalu ada jadwalnya :("
"membantu sekali, terima kasih",5,"membantu sekali, terima kasih"
Semoga berkah ilmunya dok,5,Semoga berkah ilmunya dok
Makasih dok,5,Makasih dok
terima kasih banyak,5,terima kasih banyak
Sangat bermanfaat.. thanks klikdokter,5,Sangat bermanfaat.. thanks klikdokter
"Pengetahuan kesehatan masyarakat Indonesia masih sangat rendah, aplikasi ini sangat membantu untuk memberikan pengetahuan kesehatan menuju Indonesia Sehat",5,"Pengetahuan kesehatan masyarakat Indonesia masih sangat rendah, aplikasi ini sangat membantu untuk memberikan pengetahuan kesehatan menuju Indonesia Sehat"
Terima kasih banyak,5,Terima kasih banyak
"Tinggal ""klik""! Aplikasi yang membuat kita semua bisa lebih mudah mendapatkan informasi kesehatan terpercaya dan lebih mudah berkonsultasi dengan dokter.",5,"Tinggal ""klik""! Aplikasi yang membuat kita semua bisa lebih mudah mendapatkan informasi kesehatan terpercaya dan lebih mudah berkonsultasi dengan dokter."
Bagus banget.. sangat bermanfaat dan mudah digunakan..,5,Bagus banget.. sangat bermanfaat dan mudah digunakan..
Membantu banget buat cari-cari info kesehatan!,5,Membantu banget buat cari-cari info kesehatan!
"Very useful, complete info...thanks Dok",5,"Very useful, complete info...thanks Dok"
"I love the Tanya Dokter feature. Informative and competence, most of all.. ITS FREE",5,"I love the Tanya Dokter feature. Informative and competence, most of all.. ITS FREE"
Its soo usefull! Thankss!,5,Its soo usefull! Thankss!
