content,score,content_contractions,content_translated,lang_id
error walau udh ganti profile..tetep terbaca yg primary.. jd kepotong saldo 4x15rb sia sia.. mau konsul utk anak dan mnta surat ijin dari dokter jd ga bisa trs.. krn secara sistem dan digital 💤💤,1,error walau udh ganti profile..tetep terbaca yg primary.. jd kepotong saldo 4x15rb sia sia.. mau konsul utk anak dan mnta surat ijin dari dokter jd ga bisa trs.. krn secara sistem dan digital 💤💤,Error even though I have changed the profile ... the primary is read ... so the balance of 4x15rb is in vain ... want a consul for children and the permit letter from a doctor can not ... because it is system and digital 💤💤,id
Layanan cepat dan murah,5,Layanan cepat dan murah,Fast and cheap service,id
Good helpful user friendly,5,Good helpful user friendly,Good helpful user friendly,en
Layanan cepat dan baik.,5,Layanan cepat dan baik.,Fast and good service.,id
Dokternya sangat membantu dan detail dalam melihat kondisi pasien.,5,Dokternya sangat membantu dan detail dalam melihat kondisi pasien.,The doctor is very helpful and detailed in seeing the patient's condition.,id
"Dana refund amoe berbulan-bulan ini gak masuk2. Gimana dah -__- Trus tadi mau beli obat udah gabisa, padahal dulu2 jam 2pagi aja bisa order, sekarang gabisa. Yaudah lah semoga berkah duit saya yang gak balik2.",1,"Dana refund amoe berbulan-bulan ini gak masuk2. Gimana dah -__- Trus tadi mau beli obat udah gabisa, padahal dulu2 jam 2pagi aja bisa order, sekarang gabisa. Yaudah lah semoga berkah duit saya yang gak balik2.","This month of refund amoe funds do not enter. How about it -__- then I want to buy medicine, I can't, even though I used to order 2 hours, now I can't. Alright, I hope my money will not return.",id
"Bantuan praktis, mudah, cepat, murah, dan efektif... Terima kasih halodoc",5,"Bantuan praktis, mudah, cepat, murah, dan efektif... Terima kasih halodoc","Practical assistance, easy, fast, inexpensive, and effective ... Thank you Halodoc",id
Bagus banget.. memudahkan bangett.. pelayanannya juga sangat baik,5,Bagus banget.. memudahkan bangett.. pelayanannya juga sangat baik,Very good .. really easy ... the service is also very good,id
"Good, namun untuk cetak strook obat sekarang tidak muncul, biasanya engga masalah",5,"Good, namun untuk cetak strook obat sekarang tidak muncul, biasanya engga masalah","Good, but for print stroke drugs now do not appear, usually no problem",id
Pelayanan nya cepat,5,Pelayanan nya cepat,The service is fast,id
"Jangan pakai pengiriman regular guys, 3 hari belum sampai. Gimana kalo org butuh cepat. Mending jangan di adakan kalo estimate nya bisa 4 harian. Kalau bisa aplikasi nyanlebih canggih lagi jadi bisa mengubah metode pengiriman sebelum apotek kirim barang. Aplikasi kebutuhan kesehatan kok begini.",1,"Jangan pakai pengiriman regular guys, 3 hari belum sampai. Gimana kalo org butuh cepat. Mending jangan di adakan kalo estimate nya bisa 4 harian. Kalau bisa aplikasi nyanlebih canggih lagi jadi bisa mengubah metode pengiriman sebelum apotek kirim barang. Aplikasi kebutuhan kesehatan kok begini.","Don't use regular delivery guys, 3 days haven't arrived. What if people need fast. It's better not to be held if the estimate can be 4 daily. If possible, the application is even more sophisticated so you can change the shipping method before the pharmacy send goods. Application of health needs like this.",id
To do point Kerenq,5,To do point Kerenq,To do point Kerenq,en
mudah digunakan dan cepat responnya,5,mudah digunakan dan cepat responnya,easy to use and fast response,id
Mudah digunakan. Hanya saja belum ada pembayaran transfer virtual bank,5,Mudah digunakan. Hanya saja belum ada pembayaran transfer virtual bank,Easy to use. It's just that there is no virtual bank transfer payment,id
Dokter Julius Martin spesialis kejiwaan sangat bagus melayani dg sabar dan teliti Dan sudah sangat berpengalaman Saya akan kontrol lagi tanggal delapan belas oktober dengan dokter Julius Martin Jam 16.00,5,Dokter Julius Martin spesialis kejiwaan sangat bagus melayani dg sabar dan teliti Dan sudah sangat berpengalaman Saya akan kontrol lagi tanggal delapan belas oktober dengan dokter Julius Martin Jam 16.00,Doctor Julius Martin Psychiatric Specialist is very good to serve with patient and thorough and is very experienced I will control again the eighteen October with doctor Julius Martin at 16.00,id
Sangat membantu apalagi ketika sedang di tempat yang lokasinya agak jauh dengan faskes,5,Sangat membantu apalagi ketika sedang di tempat yang lokasinya agak jauh dengan faskes,Very helpful especially when in a place that is located a bit far from the health facilities,id
Hidup lebih mudah dan sehat dengan Halodoc,5,Hidup lebih mudah dan sehat dengan Halodoc,Life is easier and healthier with Halodoc,id
Apps ini sangat bermanfaat!!,5,Apps ini sangat bermanfaat!!,This apps is very useful !!,id
You must not copy distribute disclose or distribute the message to the email address is tasya and make the use of this message was automatically and thanks for all your help with the email address and,5,You must not copy distribute disclose or distribute the message to the email address is tasya and make the use of this message was automatically and thanks for all your help with the email address and,You must not copy distribute disclose or distribute the message to the email address is tasya and make the use of this message was automatically and thanks for all your help with the email address and,en
"3 kali konsul ke dokter, dikasih resep, pada saat diproses, transaksi dibatalkan oleh aplikasi. Tolong kalau kejadian dibatalkan oleh aplikasi, munculkan kembali resep digitalnya. Masak harus konsul kembali. Kemudian, pembatalan pertama, uang saya belum dikembalikan.",1,"3 kali konsul ke dokter, dikasih resep, pada saat diproses, transaksi dibatalkan oleh aplikasi. Tolong kalau kejadian dibatalkan oleh aplikasi, munculkan kembali resep digitalnya. Masak harus konsul kembali. Kemudian, pembatalan pertama, uang saya belum dikembalikan.","3 times the consul to the doctor, given a prescription, when processed, the transaction was canceled by the application. Please if the incident is canceled by the application, reappear the digital recipe. Cook must be consul again. Then, the first cancellation, my money has not been returned.",id
Easy to use,5,Easy to use,Easy to use,en
"Penanganan obat salah kirim sangat lama, helpdesk kurang gercep, lama gajelas",1,"Penanganan obat salah kirim sangat lama, helpdesk kurang gercep, lama gajelas","Handling the wrong medicine for a very long time, Helpdesk is not germed, long -term",id
"Sangat membantu, tks",5,"Sangat membantu, tks","Very helpful, tks",id
so help ful,5,so help ful,so help ful,en
Good experience so far.,5,Good experience so far.,Good experience so far.,en
Terimakasiiii sudah membantu dengan sangat baik,5,Terimakasiiii sudah membantu dengan sangat baik,Thank you for helping very well,id
"Doktor nya cekatan dan tanggap, pemakaian aplikasinya juga gak ribet",5,"Doktor nya cekatan dan tanggap, pemakaian aplikasinya juga gak ribet","The doctor is deft and responsive, the use of the application is also not complicated",id
Sangat membantu untuk aku yg tinggal jauh dari klinik atau RS. Thanks halodoc,5,Sangat membantu untuk aku yg tinggal jauh dari klinik atau RS. Thanks halodoc,Very helpful for me who lives far from the clinic or hospital. Thanks Halodoc,id
Sangat membantu ketika kita sakit dan dalam kondisi tidak bisa keluar rumah.,5,Sangat membantu ketika kita sakit dan dalam kondisi tidak bisa keluar rumah.,Very helpful when we are sick and in a condition cannot leave the house.,id
Respon cepat dan penjelasan baik,5,Respon cepat dan penjelasan baik,Fast response and good explanation,id
Terima kasih. Sangat cepat!!😊,5,Terima kasih. Sangat cepat!!😊,Thank you Very fast !! 😊,id
"Lebih murah tnyata dr marketplaces yg biasa dan cepat pelayanannya, jam berapa pun pesannya",5,"Lebih murah tnyata dr marketplaces yg biasa dan cepat pelayanannya, jam berapa pun pesannya","It's cheaper than the usual and faster marketplaces, whatever time the message is",id
Membantu orang sakit,4,Membantu orang sakit,Helping sick people,id
"Sangat kecewa sekali, tanggal 29 sept saya beli obat disini dan di kirim menggunakan pengiriman instant karena sangat membutuhkan obat tersebut saat itu juga, malamnya saya mau berangkat keluar kota, 1 jam kemudian di aplikasi obat tersebut di informasikan sudah di antar, namun tdk di temukan di depan rmh, driver tdk bs di hubungi, dan respon dr halodoc sangat lama, akhirnya saya beli obat lg di apotik dan meminta utk cancel, namun tidak bs, obat terkirim sehari berikutnya dimana rmh saya kosong",1,"Sangat kecewa sekali, tanggal 29 sept saya beli obat disini dan di kirim menggunakan pengiriman instant karena sangat membutuhkan obat tersebut saat itu juga, malamnya saya mau berangkat keluar kota, 1 jam kemudian di aplikasi obat tersebut di informasikan sudah di antar, namun tdk di temukan di depan rmh, driver tdk bs di hubungi, dan respon dr halodoc sangat lama, akhirnya saya beli obat lg di apotik dan meminta utk cancel, namun tidak bs, obat terkirim sehari berikutnya dimana rmh saya kosong","Very disappointed, on 29 Sept I bought medicine here and was sent using instant shipping because I really needed the drug at that time, at night I wanted to go out of town, 1 hour later the drug application was informed, but was not found In front of RMH, the driver could not be contacted, and the response from Halodoc was very long, I finally bought another medicine at the pharmacy and asked to cancel, but not, it could not",id
"mantab, trims !!!",5,"mantab, trims !!!","Mantab, Trims !!!",hi
"Very useful application, it also give fast respon for your complain",5,"Very useful application, it also give fast respon for your complain","Very useful application, it also give fast respon for your complain",en
"Nyaman sekali menggunakan aplikasi kesehatan ini. Semuanya berjalan sesuai harapan, dan dokternya ramah-ramah.",5,"Nyaman sekali menggunakan aplikasi kesehatan ini. Semuanya berjalan sesuai harapan, dan dokternya ramah-ramah.","Very comfortable using this health application. Everything goes according to expectations, and the doctor is friendly.",id
Nice app and good service,5,Nice app and good service,Nice app and good service,en
"Halodoc bisa nggak tau kalau apotik rekananya tutup. Sudah pesan 3x. Ganti alamat bisa tetap ke apotik yang tutup. Orang butuh obat cepat. Dari awal laporan baik2, sampai isinya komplain baru apotik yg tutup di nonaktifkan. Hampir 2 jam untuk cari obat",1,"Halodoc bisa nggak tau kalau apotik rekananya tutup. Sudah pesan 3x. Ganti alamat bisa tetap ke apotik yang tutup. Orang butuh obat cepat. Dari awal laporan baik2, sampai isinya komplain baru apotik yg tutup di nonaktifkan. Hampir 2 jam untuk cari obat","Halodoc can not know that his colleague pharmacy is closed. Already ordered 3x. Change the address can stay to the closed pharmacy. People need fast medicine. From the beginning of the report well, until the contents of the new complaint pharmacy that was closed was deactivated. Nearly 2 hours to find medicine",id
"Helpful but need a lot improvement. Instead of sending chat using sms, make a chat module.",2,"Helpful but need a lot improvement. Instead of sending chat using sms, make a chat module.","Helpful but need a lot improvement. Instead of sending chat using sms, make a chat module.",en
"Kalau dibatalkan bisa sepihak dari pihak gojek nya, kalau lagi butuh gimana? Saya baru saja mengalaminya malam ini, untuk pengobatan isteri saya. GILA banget aplikasi tidak membantu !!",1,"Kalau dibatalkan bisa sepihak dari pihak gojek nya, kalau lagi butuh gimana? Saya baru saja mengalaminya malam ini, untuk pengobatan isteri saya. GILA banget aplikasi tidak membantu !!","If it can be canceled unilaterally from the Gojek, what if you need it? I just experienced it tonight, for the treatment of my wife. Very crazy application doesn't help !!",id
Aplikasi yang sangat membantu,5,Aplikasi yang sangat membantu,Very helpful application,id
Very helpfull for me and my family,5,Very helpfull for me and my family,Very helpfull for me and my family,en
Jelas dan detil,5,Jelas dan detil,Clear and detail,id
